node_id,site_id,utc_stage_id,stage_number,period_id,green_time,interstage_time,cycle_time
N02/331,J02/331,G5,5,AM,23,7,96
N02/332,J02/332,G1,1,AM,80,4,88
N02/332,J02/332,G2,2,AM,0,0,88
N02/332,J02/332,G3,3,AM,2,2,88
N02/334,J02/334,G1,1,AM,39,5,48
N02/334,J02/334,G2,2,AM,2,2,48
N03/001,J03/001,G1,1,AM,20,15,72
N03/001,J03/001,G2,2,AM,17,5,72
N03/001,J03/001,G3,3,AM,6,9,72
N03/002,J03/002,G1,1,AM,29,7,72
N03/002,J03/002,G2,2,AM,5,8,72
N03/002,J03/002,G3,3,AM,10,13,72
N03/003,J03/003,G1,1,AM,44,8,104
N03/003,J03/003,G2,2,AM,7,10,104
N03/003,J03/003,G3,3,AM,20,15,104
N03/004,J03/004,G1,1,AM,17,10,104
N03/004,J03/004,G2,2,AM,15,15,104
N03/004,J03/004,G3,3,AM,6,9,104
N03/004,J03/004,G4,4,AM,17,15,104
N03/004,J03/043,G1,1,AM,70,18,104
N03/004,J03/043,G2,2,AM,9,7,104
N03/004,J03/131,G1,1,AM,40,10,104
N03/004,J03/131,G2,2,AM,49,5,104
N03/005,J03/005,G1,1,AM,35,8,80
N03/005,J03/005,G2,2,AM,4,11,80
N03/005,J03/005,G3,3,AM,7,15,80
N03/006,J03/006,G1,1,AM,12,9,44
N03/006,J03/006,G2,2,AM,14,9,44
N03/007,J03/007,G1,1,AM,44,12,104
N03/007,J03/007,G2,2,AM,5,6,104
N03/007,J03/007,G3,3,AM,28,9,104
N03/007,J03/084,G1,1,AM,33,3,104
N03/007,J03/084,G2,2,AM,29,9,104
N03/007,J03/084,G3,3,AM,8,5,104
N03/007,J03/084,G4,4,AM,4,13,104
N03/008,J03/008,G1,1,AM,22,10,88
N03/008,J03/008,G2,2,AM,44,12,88
N03/009,J03/009,G1,1,AM,44,6,104
N03/009,J03/009,G2,2,AM,6,11,104
N03/009,J03/009,G3,3,AM,24,13,104
N03/010,J03/010,GX,1,AM,45,0,56
N03/010,J03/010,PG,2,AM,11,0,56
N03/012,J03/012,G1,1,AM,51,14,104
N03/012,J03/012,G2,2,AM,5,13,104
N03/012,J03/012,G3,3,AM,9,12,104
N03/015,J03/015,G1,1,AM,45,6,104
N03/015,J03/015,G2,2,AM,6,10,104
N03/015,J03/015,G3,3,AM,24,13,104
N03/016,J03/016,G1,1,AM,48,13,120
N03/016,J03/016,G2,2,AM,33,8,120
N03/016,J03/016,G3,3,AM,7,11,120
N03/017,J03/017,G1,1,AM,21,15,60
N03/017,J03/017,G2,2,AM,13,11,60
N03/018,J03/018,G1,1,AM,11,11,64
N03/018,J03/018,G2,2,AM,3,3,64
N03/018,J03/018,G3,3,AM,20,5,64
N03/018,J03/018,G5,5,AM,4,7,64
N03/019,J03/019,G1,1,AM,24,7,80
N03/019,J03/019,G2,2,AM,7,10,80
N03/019,J03/019,G3,3,AM,19,13,80
N03/020,J03/020,G1,1,AM,35,13,88
N03/020,J03/020,G2,2,AM,2,3,88
N03/020,J03/020,G3,3,AM,3,6,88
N03/020,J03/020,G4,4,AM,13,13,88
N03/022,J03/022,G1,1,AM,49,13,88
N03/022,J03/022,G2,2,AM,9,9,88
N03/022,J03/022,G3,3,AM,4,4,88
N03/022,J03/021,GX,1,AM,78,0,88
N03/022,J03/021,PG,2,AM,10,0,88
N03/024,J03/024,G1,1,AM,24,13,80
N03/024,J03/024,G2,2,AM,23,7,80
N03/024,J03/024,G3,3,AM,5,8,80
N03/025,J03/025,G1,1,AM,30,19,104
N03/025,J03/025,G2,2,AM,14,6,104
N03/025,J03/025,G3,3,AM,11,9,104
N03/025,J03/025,G4,4,AM,6,9,104
N03/026,J03/026,G1,1,AM,30,12,72
N03/026,J03/026,G2,2,AM,11,6,72
N03/026,J03/026,G3,3,AM,6,7,72
N03/027,J03/027,G1,1,AM,4,20,104
N03/027,J03/027,G2,2,AM,44,14,104
N03/027,J03/027,G5,5,AM,14,8,104
N03/028,J03/028,G1,1,AM,20,13,72
N03/028,J03/028,G2,2,AM,6,8,72
N03/028,J03/028,G3,3,AM,20,5,72
N03/029,J03/029,G1,1,AM,20,7,96
N03/029,J03/029,G2,2,AM,6,10,96
N03/029,J03/029,G3,3,AM,10,16,96
N03/029,J03/029,G4,4,AM,16,11,96
N03/031,J03/031,G1,1,AM,26,6,80
N03/031,J03/031,G2,2,AM,16,17,80
N03/031,J03/031,G3,3,AM,6,9,80
N03/032,J03/032,G1,1,AM,8,11,60
N03/032,J03/032,G2,2,AM,2,2,60
N03/032,J03/032,G3,3,AM,20,7,60
N03/032,J03/032,G4,4,AM,4,6,60
N03/032,J03/149,GX,1,AM,35,0,60
N03/032,J03/149,PG,2,AM,25,0,60
N03/033,J03/033,G1,1,AM,15,5,56
N03/033,J03/033,G2,2,AM,8,16,56
N03/033,J03/033,G3,3,AM,5,7,56
N03/034,J03/034,G1,1,AM,23,15,88
N03/034,J03/034,G2,2,AM,7,10,88
N03/034,J03/034,G3,3,AM,7,11,88
N03/034,J03/034,G4,4,AM,6,9,88
N03/035,J03/035,G1,1,AM,16,8,88
N03/035,J03/035,G2,2,AM,6,14,88
N03/035,J03/035,G3,3,AM,17,17,88
N03/035,J03/035,G4,4,AM,2,3,88
N03/035,J03/035,G6,6,AM,2,3,88
N03/038,J03/038,G1,1,AM,19,12,60
N03/038,J03/038,G2,2,AM,4,8,60
N03/038,J03/038,G3,3,AM,11,6,60
N03/039,J03/039,G1,1,AM,23,7,72
N03/039,J03/039,G2,2,AM,6,11,72
N03/039,J03/039,G3,3,AM,12,13,72
N03/041,J03/041,G1,1,AM,32,10,80
N03/041,J03/041,G2,2,AM,7,3,80
N03/041,J03/041,G3,3,AM,13,5,80
N03/041,J03/041,G4,4,AM,5,5,80
N03/041,J03/042,G1,1,AM,33,10,80
N03/041,J03/042,G2,2,AM,6,3,80
N03/041,J03/042,G3,3,AM,11,8,80
N03/041,J03/042,G4,4,AM,4,5,80
N03/044,J03/044,G1,1,AM,30,6,72
N03/044,J03/044,G2,2,AM,5,7,72
N03/044,J03/044,G3,3,AM,11,13,72
N03/045,J03/045,G1,1,AM,28,13,72
N03/045,J03/045,G2,2,AM,20,11,72
N03/046,J03/046,G1,1,AM,9,12,112
N03/046,J03/046,G2,2,AM,8,8,112
N03/046,J03/046,G3,3,AM,3,11,112
N03/046,J03/046,G4,4,AM,29,13,112
N03/046,J03/046,G5,5,AM,8,11,112
N03/046,J03/013,GX,1,AM,92,0,112
N03/046,J03/013,PG,2,AM,20,0,112
N03/046,J03/014,GX,1,AM,88,0,112
N03/046,J03/014,PG,2,AM,24,0,112
N03/046,J03/309,GX,1,AM,97,0,112
N03/046,J03/309,PG,2,AM,15,0,112
N03/047,J03/047,G1,1,AM,29,11,112
N03/047,J03/047,G2,2,AM,8,16,112
N03/047,J03/047,G3,3,AM,0,4,112
N03/047,J03/047,G4,4,AM,21,9,112
N03/047,J03/047,G5,5,AM,6,8,112
N03/047,J03/065,G1,1,AM,72,19,112
N03/047,J03/065,G3,3,AM,7,14,112
N03/047,J03/065,G4,4,AM,0,0,112
N03/047,J03/011,GX,1,AM,96,0,112
N03/047,J03/011,PG,2,AM,16,0,112
N03/047,J03/308,GX,1,AM,87,0,112
N03/047,J03/308,PG,2,AM,25,0,112
N03/049,J03/049,G1,1,AM,44,12,104
N03/049,J03/049,G2,2,AM,19,8,104
N03/049,J03/049,G3,3,AM,6,8,104
N03/049,J03/049,G4,4,AM,3,4,104
N03/050,J03/050,G1,1,AM,31,6,88
N03/050,J03/050,G2,2,AM,6,8,88
N03/050,J03/050,G3,3,AM,17,13,88
N03/050,J03/050,G4,4,AM,3,4,88
N03/051,J03/051,G1,1,AM,15,6,72
N03/051,J03/051,G2,2,AM,6,8,72
N03/051,J03/051,G3,3,AM,22,15,72
N03/052,J03/052,G1,1,AM,18,11,64
N03/052,J03/052,G2,2,AM,19,6,64
N03/052,J03/052,G3,3,AM,4,6,64
N03/053,J03/053,G1,1,AM,15,6,96
N03/053,J03/053,G2,2,AM,22,7,96
N03/053,J03/053,G3,3,AM,6,9,96
N03/053,J03/053,G4,4,AM,15,16,96
N03/056,J03/056,G1,1,AM,57,11,112
N03/056,J03/056,G2,2,AM,7,17,112
N03/056,J03/056,G3,3,AM,6,14,112
N03/057,J03/057,G1,1,AM,20,9,44
N03/057,J03/057,G2,2,AM,7,8,44
N03/058,J03/058,G1,1,AM,17,8,44
N03/058,J03/058,G2,2,AM,10,9,44
N03/059,J03/059,G1,1,AM,55,7,72
N03/059,J03/059,G2,2,AM,5,5,72
N03/061,J03/061,GX,1,AM,37,0,60
N03/061,J03/061,PG,2,AM,23,0,60
N03/062,J03/062,GX,1,AM,49,0,72
N03/062,J03/062,PG,2,AM,23,0,72
N03/063,J03/063,GX,1,AM,26,0,36
N03/063,J03/063,PG,2,AM,10,0,36
N03/069,J03/069,G1,1,AM,18,8,44
N03/069,J03/069,G2,2,AM,6,12,44
N03/070,J03/070,GX,1,AM,25,0,44
N03/070,J03/070,PG,2,AM,19,0,44
N03/071,J03/071,GX,1,AM,28,0,48
N03/071,J03/071,PG,2,AM,20,0,48
N03/072,J03/072,G1,1,AM,83,5,96
N03/072,J03/072,G2,2,AM,4,4,96
N03/074,J03/074,G1,1,AM,29,6,40
N03/074,J03/074,G2,2,AM,3,2,40
N03/075,J03/075,GX,1,AM,34,0,44
N03/075,J03/075,PG,2,AM,10,0,44
N03/076,J03/076,G1,1,AM,16,11,56
N03/076,J03/076,G2,2,AM,13,6,56
N03/076,J03/076,G3,3,AM,4,6,56
N03/077,J03/077,G1,1,AM,31,12,80
N03/077,J03/077,G2,2,AM,16,7,80
N03/077,J03/077,G3,3,AM,6,8,80
N03/079,J03/079,GX,1,AM,47,0,56
N03/079,J03/079,PG,2,AM,9,0,56
N03/080,J03/080,GX,1,AM,47,0,56
N03/080,J03/080,PG,2,AM,9,0,56
N03/081,J03/081,G1,1,AM,30,6,44
N03/081,J03/081,G2,2,AM,4,4,44
N03/083,J03/083,GX,1,AM,44,0,52
N03/083,J03/083,PG,2,AM,8,0,52
N03/085,J03/085,G1,1,AM,26,7,44
N03/085,J03/085,G2,2,AM,6,5,44
N03/086,J03/086,G1,1,AM,29,6,44
N03/086,J03/086,G2,2,AM,5,4,44
N03/087,J03/087,G1,1,AM,34,18,72
N03/087,J03/087,G2,2,AM,0,1,72
N03/087,J03/087,G3,3,AM,6,13,72
N03/087,J03/104,G1,1,AM,28,5,72
N03/087,J03/104,G2,2,AM,34,5,72
N03/088,J03/088,G1,1,AM,22,12,56
N03/088,J03/088,G3,3,AM,8,6,56
N03/088,J03/088,G4,4,AM,3,5,56
N03/089,J03/089,G1,1,AM,23,14,64
N03/089,J03/089,G3,3,AM,9,8,64
N03/089,J03/089,G4,4,AM,3,7,64
N03/090,J03/090,G1,1,AM,32,15,72
N03/090,J03/090,G2,2,AM,2,3,72
N03/090,J03/090,G3,3,AM,12,8,72
N03/091,J03/091,G1,1,AM,56,10,80
N03/091,J03/091,G3,3,AM,5,9,80
N03/092,J03/092,G1,1,AM,50,7,112
N03/092,J03/092,G2,2,AM,6,12,112
N03/092,J03/092,G3,3,AM,16,21,112
N03/093,J03/093,G1,1,AM,48,28,104
N03/093,J03/093,G2,2,AM,6,8,104
N03/093,J03/093,G3,3,AM,6,8,104
N03/094,J03/094,G1,1,AM,37,14,80
N03/094,J03/094,G2,2,AM,8,6,80
N03/094,J03/094,G3,3,AM,5,10,80
N03/095,J03/095,G1,1,AM,41,5,88
N03/095,J03/095,G2,2,AM,6,8,88
N03/095,J03/095,G3,3,AM,14,14,88
N03/096,J03/096,G1,1,AM,20,13,52
N03/096,J03/096,G2,2,AM,9,10,52
N03/097,J03/097,G1,1,AM,50,8,96
N03/097,J03/097,G2,2,AM,9,11,96
N03/097,J03/097,G3,3,AM,7,11,96
N03/098,J03/098,G1,1,AM,26,12,52
N03/098,J03/098,G2,2,AM,7,7,52
N03/099,J03/099,G1,1,AM,26,10,52
N03/099,J03/099,G2,2,AM,8,8,52
N03/102,J03/102,G1,1,AM,32,5,72
N03/102,J03/102,G2,2,AM,4,9,72
N03/102,J03/102,G3,3,AM,9,13,72
N03/105,J03/105,G1,1,AM,41,10,60
N03/105,J03/105,G2,2,AM,4,5,60
N03/106,J03/106,G1,1,AM,51,6,72
N03/106,J03/106,G2,2,AM,12,3,72
N03/107,J03/107,G1,1,AM,62,24,112
N03/107,J03/107,G2,2,AM,12,14,112
N03/108,J03/108,G1,1,AM,44,8,96
N03/108,J03/108,G3,3,AM,6,8,96
N03/108,J03/108,G4,4,AM,16,14,96
N03/109,J03/109,G1,1,AM,63,11,88
N03/109,J03/109,G2,2,AM,5,6,88
N03/109,J03/109,G3,3,AM,2,1,88
N03/110,J03/110,G1,1,AM,31,9,104
N03/110,J03/110,G2,2,AM,12,8,104
N03/110,J03/110,G3,3,AM,0,0,104
N03/110,J03/110,G4,4,AM,0,0,104
N03/110,J03/110,G5,5,AM,5,3,104
N03/110,J03/110,G6,6,AM,13,8,104
N03/110,J03/110,G7,7,AM,6,9,104
N03/112,J03/112,GX,1,AM,92,0,104
N03/112,J03/112,PG,2,AM,12,0,104
N03/113,J03/113,GX,1,AM,36,0,56
N03/113,J03/113,PG,2,AM,20,0,56
N03/114,J03/114,GX,1,AM,35,0,56
N03/114,J03/114,PG,2,AM,21,0,56
N03/115,J03/115,G1,1,AM,71,5,104
N03/115,J03/115,G2,2,AM,5,7,104
N03/115,J03/115,G3,3,AM,3,13,104
N03/116,J03/116,GX,1,AM,30,0,36
N03/116,J03/116,PG,2,AM,6,0,36
N03/117,J03/117,GX,1,AM,33,0,36
N03/117,J03/117,PG,2,AM,3,0,36
N03/118,J03/118,GX,1,AM,45,0,52
N03/118,J03/118,PG,2,AM,7,0,52
N03/119,J03/119,GX,1,AM,46,0,52
N03/119,J03/119,PG,2,AM,6,0,52
N03/121,J03/121,GX,1,AM,51,0,60
N03/121,J03/121,PG,2,AM,9,0,60
N03/122,J03/122,G1,1,AM,40,2,44
N03/122,J03/122,G2,2,AM,1,1,44
N03/123,J03/123,GX,1,AM,33,0,44
N03/123,J03/123,PG,2,AM,11,0,44
N03/124,J03/124,GX,1,AM,84,0,104
N03/124,J03/124,PG,2,AM,20,0,104
N03/125,J03/125,GX,1,AM,90,0,104
N03/125,J03/125,PG,2,AM,14,0,104
N03/126,J03/126,GX,1,AM,43,0,52
N03/126,J03/126,PG,2,AM,9,0,52
N03/127,J03/127,GX,1,AM,40,0,52
N03/127,J03/127,PG,2,AM,12,0,52
N03/128,J03/128,GX,1,AM,47,0,56
N03/128,J03/128,PG,2,AM,9,0,56
N03/129,J03/129,G1,1,AM,43,8,60
N03/129,J03/129,G2,2,AM,5,4,60
N03/130,J03/130,G1,1,AM,42,5,112
N03/130,J03/130,G2,2,AM,6,10,112
N03/130,J03/130,G3,3,AM,23,15,112
N03/130,J03/130,G4,4,AM,6,5,112
N03/132,J03/132,G1,1,AM,26,6,104
N03/132,J03/132,G2,2,AM,6,7,104
N03/132,J03/132,G3,3,AM,15,11,104
N03/132,J03/132,G4,4,AM,15,7,104
N03/132,J03/132,G5,5,AM,6,5,104
N03/133,J03/133,G1,1,AM,42,31,104
N03/133,J03/133,G2,2,AM,9,14,104
N03/133,J03/133,G3,3,AM,3,5,104
N03/134,J03/134,GX,1,AM,41,0,60
N03/134,J03/134,PG,2,AM,19,0,60
N03/135,J03/135,GX,1,AM,44,0,60
N03/135,J03/135,PG,2,AM,16,0,60
N03/136,J03/136,GX,1,AM,45,0,60
N03/136,J03/136,PG,2,AM,15,0,60
N03/139,J03/139,G1,1,AM,65,12,88
N03/139,J03/139,G2,2,AM,6,5,88
N03/141,J03/141,G1,1,AM,45,14,96
N03/141,J03/141,G2,2,AM,5,5,96
N03/141,J03/141,G3,3,AM,7,5,96
N03/141,J03/141,G4,4,AM,6,9,96
N03/142,J03/142,GX,1,AM,29,0,56
N03/142,J03/142,PG,2,AM,27,0,56
N03/145,J03/145,GX,1,AM,47,0,56
N03/145,J03/145,PG,2,AM,9,0,56
N03/146,J03/146,GX,1,AM,42,0,56
N03/146,J03/146,PG,2,AM,14,0,56
N03/151,J03/151,G1,1,AM,43,6,56
N03/151,J03/151,G2,2,AM,4,3,56
N03/153,J03/153,GX,1,AM,29,0,36
N03/153,J03/153,PG,2,AM,7,0,36
N03/155,J03/155,GX,1,AM,35,0,44
N03/155,J03/155,PG,2,AM,9,0,44
N03/157,J03/157,G1,1,AM,63,14,104
N03/157,J03/157,G2,2,AM,6,5,104
N03/157,J03/157,G3,3,AM,7,9,104
N03/158,J03/158,G1,1,AM,57,14,104
N03/158,J03/158,G2,2,AM,2,4,104
N03/158,J03/158,G3,3,AM,7,6,104
N03/158,J03/158,G4,4,AM,6,8,104
N03/158,J03/166,G1,1,AM,6,14,104
N03/158,J03/166,G2,2,AM,32,12,104
N03/158,J03/166,G3,3,AM,37,3,104
N03/160,J03/160,G1,1,AM,34,5,44
N03/160,J03/160,G2,2,AM,3,2,44
N03/161,J03/161,G1,1,AM,36,6,48
N03/161,J03/161,G2,2,AM,4,2,48
N03/162,J03/162,GX,1,AM,33,0,48
N03/162,J03/162,PG,2,AM,15,0,48
N03/167,J03/167,G1,1,AM,15,6,88
N03/167,J03/167,G2,2,AM,21,7,88
N03/167,J03/167,G3,3,AM,22,17,88
N03/170,J03/170,GX,1,AM,38,0,44
N03/170,J03/170,PG,2,AM,6,0,44
N03/172,J03/172,G1,1,AM,33,5,44
N03/172,J03/172,G2,2,AM,3,3,44
N03/175,J03/175,GX,1,AM,32,0,52
N03/175,J03/175,PG,2,AM,20,0,52
N03/179,J03/177,G1,1,AM,48,28,88
N03/179,J03/177,G2,2,AM,6,6,88
N03/179,J03/179,G1,1,AM,6,9,88
N03/179,J03/179,G2,2,AM,11,22,88
N03/179,J03/179,G3,3,AM,3,3,88
N03/179,J03/179,G4,4,AM,4,3,88
N03/179,J03/179,G6,6,AM,20,7,88
N03/179,J03/181,G1,1,AM,8,14,88
N03/179,J03/181,G2,2,AM,9,20,88
N03/179,J03/181,G3,3,AM,18,6,88
N03/179,J03/181,G4,4,AM,5,6,88
N03/179,J03/181,G5,5,AM,0,0,88
N03/179,J03/181,G7,7,AM,1,1,88
N03/184,J03/184,G1,1,AM,40,8,52
N03/184,J03/184,G2,2,AM,2,2,52
N03/187,J03/187,G1,1,AM,37,20,96
N03/187,J03/187,G2,2,AM,13,8,96
N03/187,J03/187,G3,3,AM,6,12,96
N03/188,J03/188,GX,1,AM,36,0,44
N03/188,J03/188,PG,2,AM,8,0,44
N03/189,J03/189,G1,1,AM,37,1,40
N03/189,J03/189,G2,2,AM,1,1,40
N03/190,J03/190,G1,1,AM,30,12,80
N03/190,J03/190,G2,2,AM,14,6,80
N03/190,J03/190,G3,3,AM,5,8,80
N03/190,J03/190,G4,4,AM,3,2,80
N03/191,J03/191,GX,1,AM,40,0,52
N03/191,J03/191,PG,2,AM,12,0,52
N03/192,J03/192,G1,1,AM,34,9,52
N03/192,J03/192,G2,2,AM,5,4,52
N03/193,J03/193,G1,1,AM,27,10,80
N03/193,J03/193,G2,2,AM,4,4,80
N03/193,J03/193,G3,3,AM,13,6,80
N03/193,J03/193,G4,4,AM,6,6,80
N03/193,J03/193,G5,5,AM,2,2,80
N03/195,J03/195,GX,1,AM,47,0,56
N03/195,J03/195,PG,2,AM,9,0,56
N03/196,J03/196,G1,1,AM,39,5,48
N03/196,J03/196,G2,2,AM,2,2,48
N03/198,J03/198,G1,1,AM,23,14,72
N03/198,J03/198,G2,2,AM,2,2,72
N03/198,J03/198,G3,3,AM,10,7,72
N03/198,J03/198,G4,4,AM,5,9,72
N03/200,J03/200,G1,1,AM,32,6,44
N03/200,J03/200,G2,2,AM,3,3,44
N03/201,J03/201,G1,1,AM,38,2,44
N03/201,J03/201,G2,2,AM,2,2,44
N03/205,J03/205,G1,1,AM,48,6,88
N03/205,J03/205,G2,2,AM,6,8,88
N03/205,J03/205,G3,3,AM,7,13,88
N03/206,J03/206,GX,1,AM,33,0,48
N03/206,J03/206,PG,2,AM,15,0,48
N03/305,J03/305,G1,1,AM,7,12,104
N03/305,J03/305,G2,2,AM,52,13,104
N03/305,J03/305,G3,3,AM,10,10,104
N03/306,J03/306,G1,1,AM,95,4,104
N03/306,J03/306,G2,2,AM,3,2,104
N03/310,J03/310,G1,1,AM,19,16,52
N03/310,J03/310,G2,2,AM,7,10,52
N03/312,J03/312,G1,1,AM,71,8,96
N03/312,J03/312,G2,2,AM,6,5,96
N03/312,J03/312,G3,3,AM,3,3,96
N04/003,J04/003,G1,1,AM,27,18,88
N04/003,J04/003,G2,2,AM,11,14,88
N04/003,J04/003,G3,3,AM,12,6,88
N04/003,J04/184,G1,1,AM,77,5,88
N04/003,J04/184,G2,2,AM,3,3,88
N04/003,J04/004,GX,1,AM,69,0,88
N04/003,J04/004,PG,2,AM,19,0,88
N04/005,J04/005,G1,1,AM,19,26,120
N04/005,J04/005,G2,2,AM,41,17,120
N04/005,J04/005,G3,3,AM,6,11,120
N04/006,J04/006,G1,1,AM,10,11,72
N04/006,J04/006,G2,2,AM,5,7,72
N04/006,J04/006,G3,3,AM,8,10,72
N04/006,J04/006,G4,4,AM,11,10,72
N04/007,J04/007,G1,1,AM,27,15,104
N04/007,J04/007,G2,2,AM,21,15,104
N04/007,J04/007,G3,3,AM,2,9,104
N04/007,J04/007,G4,4,AM,5,10,104
N04/009,J04/009,G1,1,AM,46,17,96
N04/009,J04/009,G2,2,AM,12,7,96
N04/009,J04/009,G3,3,AM,5,9,96
N04/010,J04/010,G1,1,AM,29,15,96
N04/010,J04/010,G2,2,AM,19,13,96
N04/010,J04/010,G3,3,AM,8,12,96
N04/011,J04/011,G1,1,AM,71,13,120
N04/011,J04/011,G2,2,AM,17,6,120
N04/011,J04/011,G3,3,AM,6,7,120
N04/012,J04/012,G1,1,AM,27,9,56
N04/012,J04/012,G2,2,AM,7,6,56
N04/012,J04/012,G3,3,AM,3,4,56
N04/013,J04/013,G1,1,AM,47,14,96
N04/013,J04/013,G2,2,AM,15,8,96
N04/013,J04/013,G3,3,AM,5,7,96
N04/014,J04/014,G1,1,AM,19,10,56
N04/014,J04/014,G2,2,AM,0,1,56
N04/014,J04/014,G3,3,AM,4,9,56
N04/014,J04/014,G4,4,AM,6,7,56
N04/015,J04/015,G1,1,AM,54,5,96
N04/015,J04/015,G2,2,AM,6,8,96
N04/015,J04/015,G3,3,AM,11,12,96
N04/015,J04/210,GX,1,AM,63,0,96
N04/015,J04/210,PG,2,AM,33,0,96
N04/016,J04/016,G1,1,AM,29,6,64
N04/016,J04/016,G2,2,AM,4,5,64
N04/016,J04/016,G3,3,AM,11,9,64
N04/017,J04/017,G1,1,AM,24,7,64
N04/017,J04/017,G2,2,AM,4,6,64
N04/017,J04/017,G3,3,AM,10,13,64
N04/018,J04/018,G1,1,AM,56,11,120
N04/018,J04/018,G2,2,AM,2,2,120
N04/018,J04/018,G3,3,AM,6,10,120
N04/018,J04/018,G4,4,AM,16,17,120
N04/019,J04/019,G1,1,AM,43,6,120
N04/019,J04/019,G2,2,AM,6,11,120
N04/019,J04/019,G3,3,AM,41,13,120
N04/021,J04/021,G1,1,AM,26,10,96
N04/021,J04/021,G2,2,AM,16,6,96
N04/021,J04/021,G3,3,AM,18,5,96
N04/021,J04/021,G4,4,AM,6,9,96
N04/022,J04/022,G1,1,AM,41,17,112
N04/022,J04/022,G3,3,AM,31,8,112
N04/022,J04/022,G4,4,AM,6,9,112
N04/023,J04/023,G1,1,AM,16,9,128
N04/023,J04/023,G2,2,AM,45,8,128
N04/023,J04/023,G3,3,AM,6,15,128
N04/023,J04/023,G4,4,AM,19,10,128
N04/024,J04/024,G1,1,AM,21,13,104
N04/024,J04/024,G2,2,AM,10,10,104
N04/024,J04/024,G3,3,AM,27,6,104
N04/024,J04/024,G4,4,AM,8,9,104
N04/025,J04/025,G1,1,AM,41,14,112
N04/025,J04/025,G2,2,AM,9,8,112
N04/025,J04/025,G3,3,AM,7,16,112
N04/025,J04/025,G4,4,AM,5,12,112
N04/027,J04/027,G1,1,AM,22,17,104
N04/027,J04/027,G2,2,AM,1,8,104
N04/027,J04/027,G3,3,AM,33,6,104
N04/027,J04/027,G4,4,AM,2,15,104
N04/029,J04/029,G1,1,AM,56,14,104
N04/029,J04/029,G2,2,AM,12,8,104
N04/029,J04/029,G3,3,AM,6,8,104
N04/030,J04/030,G1,1,AM,32,10,88
N04/030,J04/030,G2,2,AM,13,16,88
N04/030,J04/030,G3,3,AM,6,11,88
N04/031,J04/031,G1,1,AM,28,14,80
N04/031,J04/031,G3,3,AM,5,9,80
N04/031,J04/031,G4,4,AM,6,5,80
N04/031,J04/031,G5,5,AM,7,6,80
N04/033,J04/033,G1,1,AM,19,19,120
N04/033,J04/033,G2,2,AM,31,14,120
N04/033,J04/033,G3,3,AM,6,8,120
N04/033,J04/033,G4,4,AM,8,15,120
N04/034,J04/034,GX,1,AM,31,0,44
N04/034,J04/034,PG,2,AM,13,0,44
N04/035,J04/035,G1,1,AM,21,6,60
N04/035,J04/035,G3,3,AM,5,7,60
N04/035,J04/035,G4,4,AM,8,13,60
N04/036,J04/036,G1,1,AM,10,17,64
N04/036,J04/036,G2,2,AM,1,2,64
N04/036,J04/036,G3,3,AM,14,20,64
N04/036,J04/199,G1,1,AM,5,1,64
N04/036,J04/199,G2,2,AM,16,6,64
N04/036,J04/199,G3,3,AM,10,5,64
N04/036,J04/199,G4,4,AM,16,5,64
N04/037,J04/037,G1,1,AM,34,14,104
N04/037,J04/037,G2,2,AM,27,11,104
N04/037,J04/037,G3,3,AM,7,11,104
N04/038,J04/038,G1,1,AM,36,12,104
N04/038,J04/038,G2,2,AM,26,7,104
N04/038,J04/038,G3,3,AM,6,9,104
N04/038,J04/038,G4,4,AM,1,7,104
N04/040,J04/040,G1,1,AM,12,11,56
N04/040,J04/040,G2,2,AM,17,7,56
N04/040,J04/040,G3,3,AM,4,5,56
N04/041,J04/041,G1,1,AM,38,14,104
N04/041,J04/041,G2,2,AM,26,9,104
N04/041,J04/041,G3,3,AM,7,10,104
N04/042,J04/042,G1,1,AM,9,12,80
N04/042,J04/042,G2,2,AM,49,10,80
N04/043,J04/043,G1,1,AM,18,7,36
N04/043,J04/043,G2,2,AM,5,6,36
N04/044,J04/044,G1,1,AM,10,11,88
N04/044,J04/044,G2,2,AM,45,12,88
N04/044,J04/044,G3,3,AM,4,6,88
N04/045,J04/045,G1,1,AM,13,16,88
N04/045,J04/045,G2,2,AM,17,9,88
N04/045,J04/045,G3,3,AM,6,9,88
N04/045,J04/045,G5,5,AM,10,8,88
N04/045,J04/045,G6,6,AM,0,0,88
N04/046,J04/046,G1,1,AM,30,7,120
N04/046,J04/046,G2,2,AM,7,6,120
N04/046,J04/046,G3,3,AM,6,12,120
N04/046,J04/046,G4,4,AM,37,15,120
N04/046,J04/234,G1,1,AM,89,15,120
N04/046,J04/234,G2,2,AM,6,10,120
N04/047,J04/047,G1,1,AM,35,8,104
N04/047,J04/047,G2,2,AM,6,8,104
N04/047,J04/047,G3,3,AM,16,19,104
N04/047,J04/047,G4,4,AM,5,7,104
N04/048,J04/048,G1,1,AM,40,14,120
N04/048,J04/048,G2,2,AM,44,6,120
N04/048,J04/048,G3,3,AM,6,10,120
N04/049,J04/049,GX,1,AM,36,0,56
N04/049,J04/049,PG,2,AM,20,0,56
N04/051,J04/051,G1,1,AM,19,8,104
N04/051,J04/051,G2,2,AM,16,14,104
N04/051,J04/051,G3,3,AM,5,9,104
N04/051,J04/051,G4,4,AM,1,3,104
N04/051,J04/051,G5,5,AM,12,17,104
