region_id,node_id,time_period_id,node_cycle_time,region_cycle_time,ratio,single_double_triple,cycle_time_independent
0880,N26/143,PM,80,80,1.0,1,False
0880,N26/144,PM,80,80,1.0,1,False
0880,N26/145,PM,80,80,1.0,1,False
0881,N04/219,AM,32,32,1.0,1,False
0881,N04/220,AM,32,32,1.0,1,False
0881,N04/219,OP,32,32,1.0,1,False
0881,N04/220,OP,32,32,1.0,1,False
0881,N04/219,PM,32,32,1.0,1,False
0881,N04/220,PM,32,32,1.0,1,False
0885,N20/085,AM,96,96,1.0,1,False
0885,N20/085,OP,72,72,1.0,1,False
0885,N20/085,PM,104,104,1.0,1,False
0886,N00/004,AM,80,80,1.0,1,False
0886,N00/004,OP,80,80,1.0,1,False
0886,N00/004,PM,80,80,1.0,1,False
0887,N22/079,AM,72,72,1.0,1,False
0887,N22/080,AM,72,72,1.0,1,False
0887,N22/081,AM,72,72,1.0,1,False
0887,N22/241,AM,72,72,1.0,1,False
0887,N22/079,OP,64,64,1.0,1,False
0887,N22/080,OP,64,64,1.0,1,False
0887,N22/081,OP,32,64,2.0,2,False
0887,N22/241,OP,64,64,1.0,1,False
0887,N22/079,PM,60,60,1.0,1,False
0887,N22/080,PM,60,60,1.0,1,False
0887,N22/081,PM,60,60,1.0,1,False
0887,N22/241,PM,60,60,1.0,1,False
0888,N08/036,AM,96,96,1.0,1,False
0888,N08/127,AM,96,96,1.0,1,False
0888,N08/284,AM,96,96,1.0,1,False
0888,N08/036,OP,96,96,1.0,1,False
0888,N08/284,OP,52,96,1.8461538461538463,1,True
0888,N08/036,PM,96,96,1.0,1,False
0888,N08/127,PM,96,96,1.0,1,False
0888,N08/284,PM,52,96,1.8461538461538463,1,True
0890,N03/019,AM,80,80,1.0,1,False
0890,N03/019,OP,72,72,1.0,1,False
0890,N03/019,PM,80,80,1.0,1,False
0891,N01/083,AM,72,72,1.0,1,False
0891,N01/083,OP,56,56,1.0,1,False
0891,N01/083,PM,56,56,1.0,1,False
0896,N18/013,AM,120,120,1.0,1,False
0896,N18/026,AM,120,120,1.0,1,False
0896,N18/043,AM,60,120,2.0,2,False
0896,N18/013,OP,120,120,1.0,1,False
0896,N18/026,OP,120,120,1.0,1,False
0896,N18/043,OP,60,120,2.0,2,False
0896,N18/013,PM,120,120,1.0,1,False
0896,N18/026,PM,120,120,1.0,1,False
0896,N18/043,PM,60,120,2.0,2,False
0897,N09/165,AM,52,52,1.0,1,False
0897,N09/165,OP,52,52,1.0,1,False
0897,N09/165,PM,52,52,1.0,1,False
0898,N12/063,AM,80,80,1.0,1,False
0898,N12/072,AM,80,80,1.0,1,False
0898,N12/073,AM,80,80,1.0,1,False
0898,N12/156,AM,80,80,1.0,1,False
0898,N12/224,AM,80,80,1.0,1,False
0898,N12/063,OP,72,72,1.0,1,False
0898,N12/072,OP,72,72,1.0,1,False
0898,N12/073,OP,72,72,1.0,1,False
0898,N12/156,OP,72,72,1.0,1,False
0898,N12/224,OP,72,72,1.0,1,False
0898,N12/063,PM,80,80,1.0,1,False
0898,N12/072,PM,80,80,1.0,1,False
0898,N12/073,PM,80,80,1.0,1,False
0898,N12/156,PM,80,80,1.0,1,False
0898,N12/224,PM,80,80,1.0,1,False
0900,N12/194,AM,60,60,1.0,1,False
0900,N22/242,AM,60,60,1.0,1,False
0900,N12/194,OP,60,60,1.0,1,False
0900,N22/242,OP,60,60,1.0,1,False
0900,N12/194,PM,60,120,2.0,2,False
0900,N22/242,PM,120,120,1.0,1,False
0908,N27/040,AM,60,60,1.0,1,False
0908,N27/040,OP,56,56,1.0,1,False
0908,N27/040,PM,60,60,1.0,1,False
0910,N27/265,AM,96,96,1.0,1,False
0910,N27/265,OP,104,104,1.0,1,False
0910,N27/265,PM,104,104,1.0,1,False
0911,N25/011,AM,128,128,1.0,1,False
0911,N25/011,OP,128,128,1.0,1,False
0911,N25/011,PM,128,128,1.0,1,False
0912,N25/009,AM,88,88,1.0,1,False
0912,N25/215,AM,44,88,2.0,2,False
0912,N25/216,AM,88,88,1.0,1,False
0912,N25/009,OP,60,60,1.0,1,False
0912,N25/215,OP,60,60,1.0,1,False
0912,N25/216,OP,60,60,1.0,1,False
0912,N25/009,PM,88,88,1.0,1,False
0912,N25/215,PM,44,88,2.0,2,False
0912,N25/216,PM,88,88,1.0,1,False
0918,N25/089,AM,60,60,1.0,1,False
0918,N25/089,OP,60,60,1.0,1,False
0918,N25/089,PM,60,60,1.0,1,False
0922,N01/092,AM,40,80,2.0,2,False
0922,N01/171,AM,80,80,1.0,1,False
0922,N01/172,AM,80,80,1.0,1,False
0922,N01/175,AM,80,80,1.0,1,False
0922,N01/205,AM,80,80,1.0,1,False
0922,N01/206,AM,80,80,1.0,1,False
0922,N01/378,AM,40,80,2.0,2,False
0922,N01/092,OP,40,80,2.0,2,False
0922,N01/171,OP,80,80,1.0,1,False
0922,N01/172,OP,80,80,1.0,1,False
0922,N01/175,OP,80,80,1.0,1,False
0922,N01/205,OP,80,80,1.0,1,False
0922,N01/206,OP,80,80,1.0,1,False
0922,N01/378,OP,40,80,2.0,2,False
0922,N01/092,PM,40,80,2.0,2,False
0922,N01/171,PM,80,80,1.0,1,False
0922,N01/172,PM,80,80,1.0,1,False
0922,N01/175,PM,80,80,1.0,1,False
0922,N01/205,PM,80,80,1.0,1,False
0922,N01/206,PM,80,80,1.0,1,False
0922,N01/378,PM,40,80,2.0,2,False
0923,N01/173,AM,72,72,1.0,1,False
0923,N01/174,AM,72,72,1.0,1,False
0923,N01/176,AM,72,72,1.0,1,False
0923,N01/193,AM,72,72,1.0,1,False
0923,N01/173,OP,72,72,1.0,1,False
0923,N01/174,OP,72,72,1.0,1,False
0923,N01/176,OP,72,72,1.0,1,False
0923,N01/193,OP,72,72,1.0,1,False
0923,N01/173,PM,72,72,1.0,1,False
0923,N01/174,PM,72,72,1.0,1,False
0923,N01/176,PM,72,72,1.0,1,False
0923,N01/193,PM,72,72,1.0,1,False
0927,N00/023,AM,60,60,1.0,1,False
0927,N00/023,OP,60,60,1.0,1,False
0927,N00/023,PM,60,60,1.0,1,False
0928,N00/035,AM,80,80,1.0,1,False
0928,N00/065,AM,80,80,1.0,1,False
0928,N00/110,AM,40,80,2.0,2,False
0928,N00/035,OP,80,80,1.0,1,False
0928,N00/065,OP,80,80,1.0,1,False
0928,N00/110,OP,40,80,2.0,2,False
0928,N00/035,PM,80,80,1.0,1,False
0928,N00/065,PM,80,80,1.0,1,False
0928,N00/110,PM,40,80,2.0,2,False
0935,N08/256,AM,48,96,2.0,2,False
0935,N09/035,AM,96,96,1.0,1,False
0935,N08/256,OP,48,96,2.0,2,False
0935,N09/035,OP,96,96,1.0,1,False
0935,N08/256,PM,52,104,2.0,2,False
0935,N09/035,PM,104,104,1.0,1,False
0942,N26/156,OP,48,48,1.0,1,False
0957,N04/136,AM,32,64,2.0,2,False
0957,N04/236,AM,64,64,1.0,1,False
0957,N04/136,OP,44,44,1.0,1,False
0957,N04/236,OP,44,44,1.0,1,False
0957,N04/136,PM,32,64,2.0,2,False
0957,N04/236,PM,64,64,1.0,1,False
0962,N08/251,AM,80,80,1.0,1,False
0962,N08/251,OP,80,80,1.0,1,False
0962,N08/251,PM,80,80,1.0,1,False
0963,N01/107,AM,80,80,1.0,1,False
0963,N01/108,AM,80,80,1.0,1,False
0963,N01/109,AM,80,80,1.0,1,False
0963,N01/125,AM,80,80,1.0,1,False
0963,N01/133,AM,80,80,1.0,1,False
0963,N01/134,AM,80,80,1.0,1,False
0963,N01/598,AM,80,80,1.0,1,False
0963,N01/611,AM,80,80,1.0,1,False
0963,N01/107,OP,80,80,1.0,1,False
0963,N01/108,OP,80,80,1.0,1,False
0963,N01/109,OP,80,80,1.0,1,False
0963,N01/125,OP,80,80,1.0,1,False
0963,N01/133,OP,80,80,1.0,1,False
0963,N01/134,OP,80,80,1.0,1,False
0963,N01/598,OP,80,80,1.0,1,False
0963,N01/611,OP,80,80,1.0,1,False
0963,N01/107,PM,80,80,1.0,1,False
0963,N01/108,PM,80,80,1.0,1,False
0963,N01/109,PM,80,80,1.0,1,False
0963,N01/125,PM,80,80,1.0,1,False
0963,N01/133,PM,80,80,1.0,1,False
0963,N01/134,PM,80,80,1.0,1,False
0963,N01/598,PM,80,80,1.0,1,False
0963,N01/611,PM,80,80,1.0,1,False
0966,N09/027,AM,96,96,1.0,1,False
0966,N09/077,AM,96,96,1.0,1,False
0966,N09/184,AM,48,96,2.0,2,False
0966,N09/185,AM,48,96,2.0,2,False
0966,N09/186,AM,48,96,2.0,2,False
0966,N09/356,AM,60,96,1.6,1,True
0966,N09/027,OP,80,80,1.0,1,False
0966,N09/077,OP,80,80,1.0,1,False
0966,N09/184,OP,40,80,2.0,2,False
0966,N09/185,OP,40,80,2.0,2,False
0966,N09/186,OP,40,80,2.0,2,False
0966,N09/356,OP,60,80,1.3333333333333333,1,True
0966,N09/027,PM,104,104,1.0,1,False
0966,N09/077,PM,104,104,1.0,1,False
0966,N09/184,PM,52,104,2.0,2,False
0966,N09/185,PM,52,104,2.0,2,False
0966,N09/186,PM,52,104,2.0,2,False
0966,N09/356,PM,60,104,1.7333333333333334,1,True
0973,N09/373,AM,56,56,1.0,1,False
0973,N09/373,OP,56,56,1.0,1,False
0973,N09/373,PM,56,56,1.0,1,False
0974,N00/114,AM,36,36,1.0,1,False
0974,N00/120,AM,36,36,1.0,1,False
0974,N00/114,OP,36,36,1.0,1,False
0974,N00/120,OP,36,36,1.0,1,False
0974,N00/114,PM,36,36,1.0,1,False
0974,N00/120,PM,36,36,1.0,1,False
0977,N10/033,AM,104,104,1.0,1,False
0977,N10/162,AM,52,104,2.0,2,False
0977,N10/164,AM,52,104,2.0,2,False
0977,N10/165,AM,52,104,2.0,2,False
0977,N10/033,OP,80,80,1.0,1,False
0977,N10/162,OP,40,80,2.0,2,False
0977,N10/164,OP,40,80,2.0,2,False
0977,N10/165,OP,40,80,2.0,2,False
0977,N10/033,PM,104,104,1.0,1,False
0977,N10/162,PM,52,104,2.0,2,False
0977,N10/164,PM,52,104,2.0,2,False
0977,N10/165,PM,52,104,2.0,2,False
10/861_NO_GROUP,N10/861,AM,104,104,1.0,1,False
10/861_NO_GROUP,N10/861,OP,96,96,1.0,1,False
10/861_NO_GROUP,N10/861,PM,104,104,1.0,1,False
1007,N08/023,AM,96,96,1.0,1,False
1007,N08/023,OP,80,80,1.0,1,False
1007,N08/023,PM,96,96,1.0,1,False
1010,N08/143,AM,72,72,1.0,1,False
1010,N08/143,OP,72,72,1.0,1,False
1010,N08/143,PM,72,72,1.0,1,False
1014,N14/028,AM,120,120,1.0,1,False
1014,N16/146,AM,120,120,1.0,1,False
1014,N14/028,OP,120,120,1.0,1,False
1014,N16/146,OP,120,120,1.0,1,False
1014,N14/028,PM,120,120,1.0,1,False
1014,N16/146,PM,60,120,2.0,2,False
1015,N15/026,AM,112,112,1.0,1,False
1015,N15/026,OP,112,112,1.0,1,False
1015,N15/026,PM,112,112,1.0,1,False
1016,N15/023,AM,120,120,1.0,1,False
1016,N15/028,AM,60,120,2.0,2,False
1016,N15/102,AM,60,120,2.0,2,False
1016,N15/023,OP,120,120,1.0,1,False
1016,N15/028,OP,60,120,2.0,2,False
1016,N15/102,OP,60,120,2.0,2,False
1016,N15/023,PM,120,120,1.0,1,False
1016,N15/028,PM,60,120,2.0,2,False
1016,N15/102,PM,60,120,2.0,2,False
1017,N15/015,AM,120,120,1.0,1,False
1017,N15/051,AM,60,120,2.0,2,False
1017,N15/015,OP,120,120,1.0,1,False
1017,N15/051,OP,60,120,2.0,2,False
1017,N15/015,PM,120,120,1.0,1,False
1017,N15/051,PM,60,120,2.0,2,False
1021,N08/380,AM,112,112,1.0,1,False
1021,N08/380,OP,112,112,1.0,1,False
1021,N08/380,PM,112,112,1.0,1,False
1025,N01/072,AM,52,52,1.0,1,False
1025,N01/073,AM,52,52,1.0,1,False
1025,N01/306,AM,52,52,1.0,1,False
1025,N01/072,OP,72,72,1.0,1,False
1025,N01/073,OP,72,72,1.0,1,False
1025,N01/306,OP,72,72,1.0,1,False
1025,N01/072,PM,72,72,1.0,1,False
1025,N01/073,PM,72,72,1.0,1,False
1025,N01/306,PM,72,72,1.0,1,False
1030,N00/142,AM,96,96,1.0,1,False
1030,N02/025,AM,96,96,1.0,1,False
1030,N02/191,AM,96,96,1.0,1,False
1030,N00/142,OP,96,96,1.0,1,False
1030,N02/025,OP,96,96,1.0,1,False
1030,N02/191,OP,96,96,1.0,1,False
1030,N00/142,PM,96,96,1.0,1,False
1030,N02/025,PM,96,96,1.0,1,False
1030,N02/191,PM,96,96,1.0,1,False
1032,N09/052,AM,96,96,1.0,1,False
1032,N09/214,AM,48,96,2.0,2,False
1032,N09/215,AM,96,96,1.0,1,False
1032,N09/271,AM,48,96,2.0,2,False
1032,N09/052,OP,96,96,1.0,1,False
1032,N09/214,OP,48,96,2.0,2,False
1032,N09/215,OP,96,96,1.0,1,False
1032,N09/271,OP,48,96,2.0,2,False
1032,N09/052,PM,96,96,1.0,1,False
1032,N09/214,PM,48,96,2.0,2,False
1032,N09/215,PM,96,96,1.0,1,False
1032,N09/271,PM,48,96,2.0,2,False
1035,N01/079,AM,60,60,1.0,1,False
1035,N01/593,AM,60,60,1.0,1,False
1035,N01/079,OP,60,60,1.0,1,False
1035,N01/593,OP,60,60,1.0,1,False
1035,N01/079,PM,60,60,1.0,1,False
1035,N01/593,PM,60,60,1.0,1,False
1036,N04/031,AM,80,80,1.0,1,False
1036,N04/031,OP,80,80,1.0,1,False
1036,N04/031,PM,96,96,1.0,1,False
1040,N02/008,AM,88,88,1.0,1,False
1040,N02/009,AM,88,88,1.0,1,False
1040,N02/010,AM,88,88,1.0,1,False
1040,N02/163,AM,88,88,1.0,1,False
1040,N02/176,AM,88,88,1.0,1,False
1040,N02/180,AM,88,88,1.0,1,False
1040,N02/211,AM,44,88,2.0,2,False
1040,N02/310,AM,44,88,2.0,2,False
1040,N02/008,OP,88,88,1.0,1,False
1040,N02/009,OP,88,88,1.0,1,False
1040,N02/010,OP,88,88,1.0,1,False
1040,N02/163,OP,88,88,1.0,1,False
1040,N02/176,OP,88,88,1.0,1,False
1040,N02/180,OP,88,88,1.0,1,False
1040,N02/211,OP,44,88,2.0,2,False
1040,N02/310,OP,44,88,2.0,2,False
1040,N02/008,PM,96,96,1.0,1,False
1040,N02/009,PM,96,96,1.0,1,False
1040,N02/010,PM,96,96,1.0,1,False
1040,N02/163,PM,96,96,1.0,1,False
1040,N02/176,PM,96,96,1.0,1,False
1040,N02/180,PM,96,96,1.0,1,False
1040,N02/211,PM,48,96,2.0,2,False
1040,N02/310,PM,48,96,2.0,2,False
1041,N02/084,AM,56,56,1.0,1,False
1041,N02/100,AM,56,56,1.0,1,False
1041,N02/101,AM,56,56,1.0,1,False
1041,N02/236,AM,56,56,1.0,1,False
1041,N02/084,OP,56,56,1.0,1,False
1041,N02/100,OP,56,56,1.0,1,False
1041,N02/101,OP,56,56,1.0,1,False
1041,N02/236,OP,56,56,1.0,1,False
1041,N02/084,PM,56,56,1.0,1,False
1041,N02/100,PM,56,56,1.0,1,False
1041,N02/101,PM,56,56,1.0,1,False
1041,N02/236,PM,56,56,1.0,1,False
1043,N04/036,AM,64,64,1.0,1,False
1043,N04/036,OP,56,56,1.0,1,False
1043,N04/036,PM,56,56,1.0,1,False
1051,N01/014,AM,40,40,1.0,1,False
1051,N01/551,AM,36,40,1.1111111111111112,1,True
1051,N01/573,AM,40,40,1.0,1,False
1051,N01/014,OP,40,40,1.0,1,False
1051,N01/551,OP,36,40,1.1111111111111112,1,True
1051,N01/573,OP,40,40,1.0,1,False
1051,N01/014,PM,40,40,1.0,1,False
1051,N01/551,PM,36,40,1.1111111111111112,1,True
1051,N01/573,PM,40,40,1.0,1,False
1053,N01/273,AM,40,80,2.0,2,False
1053,N01/392,AM,80,80,1.0,1,False
1053,N01/273,OP,40,80,2.0,2,False
1053,N01/392,OP,80,80,1.0,1,False
1053,N01/273,PM,40,80,2.0,2,False
1053,N01/392,PM,80,80,1.0,1,False
1054,N02/016,AM,80,80,1.0,1,False
1054,N02/179,AM,80,80,1.0,1,False
1054,N02/329,AM,80,80,1.0,1,False
1054,N02/016,OP,96,96,1.0,1,False
1054,N02/179,OP,96,96,1.0,1,False
1054,N02/329,OP,96,96,1.0,1,False
1054,N02/016,PM,80,80,1.0,1,False
1054,N02/179,PM,80,80,1.0,1,False
1054,N02/329,PM,80,80,1.0,1,False
1068,N09/250,AM,60,60,1.0,1,False
1068,N09/250,OP,60,60,1.0,1,False
1068,N09/250,PM,72,72,1.0,1,False
1077,N09/239,AM,64,64,1.0,1,False
1077,N09/239,OP,64,64,1.0,1,False
1077,N09/239,PM,64,64,1.0,1,False
1094,N10/123,AM,80,80,1.0,1,False
1094,N10/291,AM,40,80,2.0,2,False
1094,N10/292,AM,40,80,2.0,2,False
1094,N10/313,AM,40,80,2.0,2,False
1094,N10/321,AM,80,80,1.0,1,False
1094,N10/340,AM,40,80,2.0,2,False
1094,N10/341,AM,40,80,2.0,2,False
1094,N10/342,AM,40,80,2.0,2,False
1094,N10/123,OP,80,80,1.0,1,False
1094,N10/291,OP,40,80,2.0,2,False
1094,N10/292,OP,40,80,2.0,2,False
1094,N10/313,OP,40,80,2.0,2,False
1094,N10/321,OP,80,80,1.0,1,False
1094,N10/340,OP,40,80,2.0,2,False
1094,N10/341,OP,40,80,2.0,2,False
1094,N10/342,OP,40,80,2.0,2,False
1094,N10/123,PM,80,80,1.0,1,False
1094,N10/291,PM,40,80,2.0,2,False
1094,N10/292,PM,40,80,2.0,2,False
1094,N10/313,PM,40,80,2.0,2,False
1094,N10/321,PM,80,80,1.0,1,False
1094,N10/340,PM,40,80,2.0,2,False
1094,N10/341,PM,40,80,2.0,2,False
1094,N10/342,PM,40,80,2.0,2,False
11/203_NO_GROUP,N11/203,AM,60,60,1.0,1,False
11/203_NO_GROUP,N11/203,OP,60,60,1.0,1,False
11/203_NO_GROUP,N11/203,PM,60,60,1.0,1,False
1100,N25/069,AM,112,112,1.0,1,False
1100,N25/229,AM,112,112,1.0,1,False
1100,N25/230,AM,56,112,2.0,2,False
1100,N25/231,AM,112,112,1.0,1,False
1100,N25/069,OP,60,60,1.0,1,False
1100,N25/229,OP,60,60,1.0,1,False
1100,N25/230,OP,60,60,1.0,1,False
1100,N25/231,OP,60,60,1.0,1,False
1100,N25/069,PM,104,104,1.0,1,False
1100,N25/229,PM,104,104,1.0,1,False
1100,N25/230,PM,52,104,2.0,2,False
1100,N25/231,PM,104,104,1.0,1,False
1101,N25/051,AM,88,88,1.0,1,False
1101,N25/052,AM,88,88,1.0,1,False
1101,N25/155,AM,176,88,0.5,1,True
1101,N25/051,OP,88,88,1.0,1,False
1101,N25/052,OP,88,88,1.0,1,False
1101,N25/155,OP,176,88,0.5,1,True
1101,N25/051,PM,88,88,1.0,1,False
1101,N25/052,PM,88,88,1.0,1,False
1101,N25/155,PM,176,88,0.5,1,True
1102,N26/007,AM,88,88,1.0,1,False
1102,N26/025,AM,88,88,1.0,1,False
1102,N26/043,AM,44,88,2.0,2,False
1102,N26/044,AM,44,88,2.0,2,False
1102,N26/045,AM,44,88,2.0,2,False
1102,N26/046,AM,44,88,2.0,2,False
1102,N26/047,AM,44,88,2.0,2,False
1102,N26/048,AM,44,88,2.0,2,False
1102,N26/049,AM,44,88,2.0,2,False
1102,N26/050,AM,44,88,2.0,2,False
1102,N26/097,AM,88,88,1.0,1,False
1102,N26/007,OP,80,80,1.0,1,False
1102,N26/025,OP,80,80,1.0,1,False
1102,N26/043,OP,40,80,2.0,2,False
1102,N26/044,OP,40,80,2.0,2,False
1102,N26/045,OP,40,80,2.0,2,False
1102,N26/046,OP,40,80,2.0,2,False
1102,N26/047,OP,40,80,2.0,2,False
1102,N26/048,OP,40,80,2.0,2,False
1102,N26/049,OP,80,80,1.0,1,False
1102,N26/050,OP,80,80,1.0,1,False
1102,N26/097,OP,80,80,1.0,1,False
1102,N26/007,PM,88,88,1.0,1,False
1102,N26/025,PM,88,88,1.0,1,False
1102,N26/043,PM,44,88,2.0,2,False
1102,N26/044,PM,44,88,2.0,2,False
1102,N26/045,PM,44,88,2.0,2,False
1102,N26/046,PM,44,88,2.0,2,False
1102,N26/047,PM,44,88,2.0,2,False
1102,N26/048,PM,44,88,2.0,2,False
1102,N26/049,PM,44,88,2.0,2,False
1102,N26/050,PM,44,88,2.0,2,False
1102,N26/097,PM,88,88,1.0,1,False
1103,N28/008,AM,72,72,1.0,1,False
1103,N28/118,AM,72,72,1.0,1,False
1103,N28/130,AM,72,72,1.0,1,False
1103,N28/178,AM,72,72,1.0,1,False
1103,N28/262,AM,36,72,2.0,2,False
1103,N28/008,OP,80,80,1.0,1,False
1103,N28/118,OP,80,80,1.0,1,False
1103,N28/130,OP,80,80,1.0,1,False
1103,N28/178,OP,80,80,1.0,1,False
1103,N28/262,OP,40,80,2.0,2,False
1103,N28/008,PM,104,104,1.0,1,False
1103,N28/118,PM,52,104,2.0,2,False
1103,N28/130,PM,104,104,1.0,1,False
1103,N28/178,PM,104,104,1.0,1,False
1103,N28/262,PM,52,104,2.0,2,False
1107,N26/057,AM,80,80,1.0,1,False
1107,N26/057,OP,72,72,1.0,1,False
1107,N26/057,PM,72,72,1.0,1,False
1108,N11/005,AM,88,88,1.0,1,False
1108,N27/013,AM,88,88,1.0,1,False
1108,N27/049,AM,44,88,2.0,2,False
1108,N27/131,AM,44,88,2.0,2,False
1108,N27/132,AM,44,88,2.0,2,False
1108,N27/133,AM,44,88,2.0,2,False
1108,N11/005,OP,80,80,1.0,1,False
1108,N27/013,OP,80,80,1.0,1,False
1108,N27/049,OP,40,80,2.0,2,False
1108,N27/131,OP,40,80,2.0,2,False
1108,N27/132,OP,40,80,2.0,2,False
1108,N27/133,OP,40,80,2.0,2,False
1108,N11/005,PM,88,88,1.0,1,False
1108,N27/013,PM,88,88,1.0,1,False
1108,N27/049,PM,44,88,2.0,2,False
1108,N27/131,PM,44,88,2.0,2,False
1108,N27/132,PM,44,88,2.0,2,False
1108,N27/133,PM,44,88,2.0,2,False
1111,N11/166,AM,120,120,1.0,1,False
1111,N11/166,OP,120,120,1.0,1,False
1111,N11/166,PM,120,120,1.0,1,False
1114,N27/281,AM,60,60,1.0,1,False
1114,N27/282,AM,60,60,1.0,1,False
1114,N29/013,AM,60,60,1.0,1,False
1114,N29/087,AM,60,60,1.0,1,False
1114,N27/281,OP,52,52,1.0,1,False
1114,N27/282,OP,52,52,1.0,1,False
1114,N29/013,OP,52,52,1.0,1,False
1114,N29/087,OP,52,52,1.0,1,False
1114,N27/281,PM,60,60,1.0,1,False
1114,N27/282,PM,60,60,1.0,1,False
1114,N29/013,PM,60,60,1.0,1,False
1114,N29/087,PM,60,60,1.0,1,False
1116,N25/028,AM,96,96,1.0,1,False
1116,N25/066,AM,48,96,2.0,2,False
1116,N25/150,AM,96,96,1.0,1,False
1116,N25/275,AM,48,96,2.0,2,False
1116,N25/276,AM,48,96,2.0,2,False
1116,N25/028,OP,96,96,1.0,1,False
1116,N25/066,OP,48,96,2.0,2,False
1116,N25/150,OP,96,96,1.0,1,False
1116,N25/275,OP,48,96,2.0,2,False
1116,N25/276,OP,48,96,2.0,2,False
1116,N25/028,PM,96,96,1.0,1,False
1116,N25/066,PM,48,96,2.0,2,False
1116,N25/150,PM,96,96,1.0,1,False
1116,N25/275,PM,48,96,2.0,2,False
1116,N25/276,PM,48,96,2.0,2,False
1117,N26/011,AM,104,104,1.0,1,False
1117,N26/077,AM,52,104,2.0,2,False
1117,N26/118,AM,52,104,2.0,2,False
1117,N26/119,AM,52,104,2.0,2,False
1117,N26/011,OP,112,112,1.0,1,False
1117,N26/077,OP,56,112,2.0,2,False
1117,N26/118,OP,56,112,2.0,2,False
1117,N26/119,OP,56,112,2.0,2,False
1117,N26/011,PM,112,112,1.0,1,False
1117,N26/077,PM,56,112,2.0,2,False
1117,N26/118,PM,56,112,2.0,2,False
1117,N26/119,PM,56,112,2.0,2,False
1118,N11/010,AM,96,96,1.0,1,False
1118,N11/053,AM,48,96,2.0,2,False
1118,N11/116,AM,48,96,2.0,2,False
1118,N11/117,AM,48,96,2.0,2,False
1118,N11/194,AM,48,96,2.0,2,False
1118,N25/005,AM,96,96,1.0,1,False
1118,N25/058,AM,48,96,2.0,2,False
1118,N25/245,AM,96,96,1.0,1,False
1118,N11/010,OP,96,96,1.0,1,False
1118,N11/053,OP,48,96,2.0,2,False
1118,N11/116,OP,48,96,2.0,2,False
1118,N11/117,OP,48,96,2.0,2,False
1118,N11/194,OP,48,96,2.0,2,False
1118,N25/005,OP,96,96,1.0,1,False
1118,N25/058,OP,48,96,2.0,2,False
1118,N25/245,OP,96,96,1.0,1,False
1118,N11/010,PM,96,96,1.0,1,False
1118,N11/053,PM,48,96,2.0,2,False
1118,N11/116,PM,48,96,2.0,2,False
1118,N11/117,PM,48,96,2.0,2,False
1118,N11/194,PM,48,96,2.0,2,False
1118,N25/005,PM,96,96,1.0,1,False
1118,N25/058,PM,48,96,2.0,2,False
1118,N25/245,PM,96,96,1.0,1,False
1119,N01/288,AM,36,36,1.0,1,False
1119,N01/288,OP,36,36,1.0,1,False
1119,N01/288,PM,36,36,1.0,1,False
1130,N25/047,AM,64,64,1.0,1,False
1130,N25/070,AM,32,64,2.0,2,False
1130,N25/199,AM,32,64,2.0,2,False
1130,N25/047,OP,64,64,1.0,1,False
1130,N25/070,OP,32,64,2.0,2,False
1130,N25/199,OP,32,64,2.0,2,False
1130,N25/047,PM,64,64,1.0,1,False
1130,N25/070,PM,32,64,2.0,2,False
1130,N25/199,PM,32,64,2.0,2,False
1131,N25/029,AM,112,112,1.0,1,False
1131,N25/029,OP,80,80,1.0,1,False
1131,N25/029,PM,112,112,1.0,1,False
1138,N01/138,AM,88,88,1.0,1,False
1138,N01/138,OP,60,60,1.0,1,False
1138,N01/138,PM,88,88,1.0,1,False
1140,N02/099,AM,88,88,1.0,1,False
1140,N02/099,OP,96,96,1.0,1,False
1140,N02/099,PM,96,96,1.0,1,False
1143,N26/014,AM,72,72,1.0,1,False
1143,N26/014,OP,56,56,1.0,1,False
1143,N26/014,PM,64,64,1.0,1,False
1154,N26/095,AM,32,32,1.0,1,False
1154,N26/095,OP,32,32,1.0,1,False
1154,N26/095,PM,32,32,1.0,1,False
1158,N25/038,AM,120,120,1.0,1,False
1158,N25/038,OP,88,88,1.0,1,False
1158,N25/038,PM,112,112,1.0,1,False
1163,N27/156,AM,104,104,1.0,1,False
1163,N27/289,AM,104,104,1.0,1,False
1163,N27/156,OP,104,104,1.0,1,False
1163,N27/289,OP,104,104,1.0,1,False
1163,N27/156,PM,104,104,1.0,1,False
1163,N27/289,PM,104,104,1.0,1,False
1164,N29/020,AM,60,60,1.0,1,False
1164,N29/021,AM,60,60,1.0,1,False
1164,N29/062,AM,60,60,1.0,1,False
1164,N29/093,AM,60,60,1.0,1,False
1164,N29/098,AM,60,60,1.0,1,False
1164,N29/020,OP,52,52,1.0,1,False
1164,N29/021,OP,52,52,1.0,1,False
1164,N29/062,OP,52,52,1.0,1,False
1164,N29/093,OP,52,52,1.0,1,False
1164,N29/098,OP,52,52,1.0,1,False
1164,N29/020,PM,60,60,1.0,1,False
1164,N29/021,PM,60,60,1.0,1,False
1164,N29/062,PM,60,60,1.0,1,False
1164,N29/093,PM,60,60,1.0,1,False
1164,N29/098,PM,60,60,1.0,1,False
1165,N25/020,AM,96,96,1.0,1,False
1165,N25/020,OP,96,96,1.0,1,False
1165,N25/020,PM,104,104,1.0,1,False
1167,N25/086,AM,96,96,1.0,1,False
1167,N25/133,AM,96,96,1.0,1,False
